difficulty,proficiency_group,submission_rank,delta_seconds,next_status
E,G6,13,5306,TLE
E,G6,14,514,TLE
E,G6,15,4427,TLE
E,G6,16,2777,TLE
E,G6,17,267,TLE
E,G6,18,41,AC
E,G6,20,,Abandon
F,G6,4,34754,RE
E,G6,2,154,TLE
E,G6,3,1369,AC
E,G6,1,,Abandon
D,G6,1,764,WA
D,G6,6,,Abandon
D,G6,1,942,TLE
D,G6,2,428,TLE
D,G6,3,390,TLE
D,G6,4,821,AC
D,G6,1,,Abandon
C,G6,7,,Abandon
D,G6,5,913215,TLE
D,G6,6,79,AC
E,G6,1,,Abandon
E,G6,1,67,TLE
E,G6,2,138,TLE
E,G6,3,206,RE
F,G6,4,164,AC
D,G6,1,476,WA
D,G6,3,167930,TLE
D,G6,4,34,TLE
D,G6,5,71,TLE
D,G6,6,263,TLE
D,G6,7,150,AC
D,G6,18,35,TLE
D,G6,19,50,AC
E,G6,1,15141,WA
D,G6,1,,Abandon
F,G6,2,,Abandon
D,G6,1,237,WA
D,G6,1,107,TLE
D,G6,2,447,WA
D,G6,4,19122,RE
D,G6,2,571,AC
A,G6,1,161,AC
C,G6,1,142,TLE
C,G6,2,,Abandon
D,G6,3,86,WA
B,G6,1,125,WA
B,G6,3,120,AC
B,G6,1,7,TLE
B,G6,2,583,WA
D,G6,1,56,AC
D,G6,1,874,AC
E,G6,2,363,AC
E,G6,2,221,TLE
E,G6,3,255,TLE
E,G6,4,2511,AC
E,G6,1,982,TLE
E,G6,2,1051,AC
C,G4,1,192,TLE
C,G4,2,1206,TLE
C,G4,3,1084,TLE
C,G4,4,100506,WA
D,G4,1,,Abandon
D,G4,1,179400,TLE
D,G4,2,229,TLE
D,G4,3,1090,TLE
D,G4,4,2152,AC
C,G5,1,,Abandon
D,G5,1,3686,TLE
D,G5,2,120,TLE
D,G5,3,,Abandon
D,G5,3,1601,WA
E,G5,1,135,TLE
E,G5,2,61,TLE
E,G5,3,1814,AC
D,G5,4,218,TLE
D,G5,5,794,AC
C,G5,1,582,AC
D,G5,4,146,AC
D,G5,1,2259,TLE
D,G5,2,4030,TLE
D,G5,3,14,AC
D,G5,5,68,TLE
D,G5,6,512,AC
B,G5,1,143,AC
D,G5,1,888,RE
D,G5,1,3910,TLE
D,G5,2,630,TLE
D,G5,3,2352,TLE
D,G5,4,1076,TLE
D,G5,5,533,TLE
D,G5,6,63994,RE
D,G5,8,7159599,TLE
D,G5,9,1641,AC
D,G5,3,339,AC
D,G4,1,,Abandon
C,G4,1,,Abandon
E,G5,1,240,AC
C,G5,1,308,TLE
C,G5,2,795,AC
D,G5,7,,Abandon
D,G5,2,203,AC
D,G2,1,529,WA
D,G2,3,,Abandon
C,G3,3,572,AC
B,G3,1,1062,WA
D,G4,1,,Abandon
E,G5,1,345117,WA
C,G5,1,631,AC
C,G5,1,1171,TLE
C,G5,2,82671,AC
D,G5,1,192,TLE
D,G5,2,68641,AC
D,G5,1,600,TLE
D,G5,2,310,AC
C,G5,1,518,AC
D,G5,1,21083863,AC
B,G5,1,542,WA
D,G4,1,176,TLE
D,G4,2,781,TLE
D,G4,3,1064,TLE
D,G4,4,13618,CE
D,G4,3,5230,AC
B,G2,1,285,TLE
B,G2,2,262,AC
D,G4,1,1013,WA
A,G4,1,331,WA
C,G4,1,815,AC
D,G6,1,153,AC
E,G6,1,4704,AC
D,G6,3,879,AC
E,G6,2,956,TLE
E,G6,3,976,TLE
E,G6,4,87162,AC
D,G6,1,1278,AC
C,G6,1,292,AC
C,G6,1,51414,WA
D,G6,1,8917,WA
C,G6,1,511959,TLE
C,G6,2,507,TLE
C,G6,3,804,TLE
C,G6,4,4766,WA
C,G6,1,321,TLE
C,G6,2,7697023,RE
C,G6,3,3114,AC
C,G6,2,373,TLE
C,G6,3,1974,TLE
C,G6,4,82867,AC
C,G6,1,85067,WA
D,G6,1,28082713,AC
D,G6,1,2104,AC
D,G6,1,734,Other
D,G6,3,353,RE
B,G6,1,405,AC
C,G6,1,236,TLE
C,G6,2,45,AC
D,G6,1,661,WA
F,G6,1,735,AC
E,G6,1,4052,TLE
E,G6,2,287,TLE
E,G6,3,384,TLE
E,G6,4,648,TLE
E,G6,5,638,TLE
E,G6,6,404,AC
D,G6,3,303,AC
D,G6,5,635,WA
E,G6,1,218,TLE
E,G6,2,203,TLE
E,G6,3,517,TLE
E,G6,4,140,TLE
E,G6,5,485,AC
E,G6,1,588968,WA
E,G6,1,509,WA
E,G6,3,116,WA
E,G6,5,51977,AC
E,G6,1,110219,WA
D,G6,2,1853,AC
C,G6,1,183060,AC
C,G6,1,1292,AC
D,G6,1,2893,AC
D,G6,1,539,WA
D,G6,1,931,WA
D,G6,2,801,WA
D,G6,2,533,TLE
D,G6,3,134,TLE
D,G6,4,576,WA
C,G6,1,1179,AC
C,G6,1,2641,TLE
C,G6,2,392499,TLE
C,G6,3,131469,WA
B,G6,3,312,TLE
B,G6,4,364,WA
C,G6,1,393,AC
C,G6,1,2062,TLE
C,G6,2,13917378,AC
D,G6,2,2494,WA
D,G6,1,252,WA
D,G6,9,,Abandon
C,G6,3,5700,TLE
C,G6,4,4569,RE
C,G6,7,4135,WA
C,G6,9,556,WA
C,G6,1,356,TLE
C,G6,2,559,RE
C,G6,1,453,WA
B,G6,1,675,AC
C,G6,2,7262837,AC
D,G6,3,,Abandon
D,G6,4,131,TLE
D,G6,5,158,TLE
D,G6,6,112,WA
D,G6,8,116,TLE
D,G6,9,69251,WA
E,G6,1,337,WA
E,G6,13,49,AC
F,G6,6,,Abandon
D,G6,1,1236,WA
E,G6,1,1180108,AC
D,G6,10,45,TLE
D,G6,11,113,WA
D,G6,13,28,WA
E,G6,1,355,AC
B,G6,1,118,TLE
B,G6,2,154,AC
C,G6,1,490,AC
D,G6,1,,Abandon
D,G6,1,3973,AC
C,G6,1,1106198,TLE
C,G6,2,173389,AC
C,G6,1,,Abandon
D,G6,1,1961,AC
D,G6,1,775,RE
D,G6,3,843,AC
D,G6,1,208,TLE
D,G6,2,310,TLE
D,G6,3,279,AC
D,G6,1,,Abandon
F,G6,3,96,TLE
F,G6,4,96,AC
D,G5,1,581,AC
C,G5,1,902,AC
D,G5,1,,Abandon
D,G5,1,1268,AC
D,G5,1,3024,AC
D,G6,3,700,TLE
D,G6,4,79,TLE
D,G6,5,87,AC
D,G6,2,435,WA
D,G6,5,,Abandon
C,G6,1,358,TLE
C,G6,2,136,AC
C,G4,1,431,AC
D,G4,2,136,TLE
D,G4,3,159,TLE
D,G4,4,208,CE
D,G4,6,143,TLE
D,G4,7,377,TLE
D,G4,8,,Abandon
D,G3,6,,Abandon
C,G5,1,1529,AC
D,G5,2,878,WA
D,G5,4,313,TLE
D,G5,5,250,TLE
D,G5,6,,Abandon
D,G5,2,1933,AC
E,G5,1,1052,TLE
E,G5,2,11,TLE
E,G5,3,54,TLE
E,G5,4,1351,WA
B,G5,1,512,WA
D,G5,1,,Abandon
C,G3,1,,Abandon
D,G5,1,,Abandon
B,G5,1,156,RE
A,G4,1,,Abandon
C,G4,1,74,WA
C,G4,5,15,WA
C,G4,1,11406,WA
B,G4,1,1222,AC
C,G4,12,860,TLE
C,G4,13,1003,AC
D,G6,2,47,WA
D,G6,7,50,TLE
D,G6,8,181,WA
C,G5,2,433,AC
E,G6,1,,Abandon
C,G2,2,223,TLE
C,G2,3,279,RE
C,G2,5,,Abandon
D,G5,1,792,TLE
D,G5,2,,Abandon
C,G5,1,418,AC
D,G5,1,57,AC
C,G2,2,639,TLE
C,G2,3,137,TLE
C,G2,4,605,TLE
C,G2,5,62,CE
D,G4,1,217,AC
D,G5,6,75,TLE
D,G5,7,,Abandon
B,G5,5,75,AC
D,G5,3,,Abandon
B,G5,2,187,AC
D,G5,1,594,TLE
D,G5,2,963,TLE
D,G5,3,,Abandon
C,G5,1,364,AC
C,G5,1,7600,AC
C,G5,1,138,WA
C,G5,3,1447,WA
D,G5,1,569,TLE
D,G5,2,579,TLE
D,G5,3,523,TLE
D,G5,4,396,RE
D,G5,6,292,TLE
D,G5,7,4460,TLE
D,G5,8,2818,WA
D,G5,1,192,TLE
D,G5,2,3603,AC
D,G5,1,70237,TLE
D,G5,2,162,TLE
D,G5,3,5616,AC
E,G5,4,160033,AC
C,G5,3,317,TLE
C,G5,4,278,TLE
C,G5,5,4253757,AC
D,G5,1,342,TLE
D,G5,2,,Abandon
D,G5,1,1381,AC
C,G5,1,6669436,TLE
C,G5,2,478,AC
E,G5,1,282,TLE
E,G5,2,257,AC
D,G5,1,113,TLE
D,G5,2,479,RE
D,G5,4,74,AC
D,G5,2,4071,AC
D,G5,3,58,TLE
D,G5,4,1088,TLE
D,G5,5,552,AC
D,G5,7,180,AC
D,G5,4,3595,TLE
D,G5,5,23,AC
D,G5,1,211,WA
D,G5,1,35,AC
D,G5,1,706,TLE
D,G5,2,653,TLE
D,G5,3,,Abandon
C,G5,1,76649,WA
E,G5,2,1671,CE
E,G5,4,1517,WA
E,G5,6,873,WA
E,G5,8,68255,AC
D,G5,1,589250,WA
C,G5,1,11306,WA
D,G5,1,794218,AC
D,G5,1,698,AC
C,G3,1,359,AC
D,G5,1,284,WA
E,G5,1,,Abandon
D,G5,1,,Abandon
C,G5,1,941,AC
C,G5,2,167,TLE
C,G5,3,630,AC
D,G5,1,445,WA
D,G5,3,133,TLE
D,G5,4,898,AC
C,G5,3,58,TLE
C,G5,4,,Abandon
C,G5,1,1065,AC
E,G6,1,334,TLE
E,G6,2,152,RE
E,G6,4,294,TLE
E,G6,5,505,AC
E,G6,1,91,WA
E,G6,3,92,WA
E,G6,1,31,AC
D,G4,1,2560,RE
C,G2,1,117,TLE
C,G2,2,345,TLE
C,G2,3,,Abandon
D,G5,1,217,TLE
D,G5,2,63637,RE
D,G5,1,326,TLE
D,G5,2,750,TLE
D,G5,3,330,TLE
D,G5,4,779483,AC
E,G5,1,629,WA
E,G5,3,1071,AC
D,G5,1,598,TLE
D,G5,2,,Abandon
C,G5,1,474,AC
D,G5,1,451,TLE
D,G5,2,4155,RE
D,G5,4,286,TLE
D,G5,5,180,TLE
D,G5,6,193,TLE
D,G5,7,236,TLE
D,G5,8,212,RE
D,G5,11,284,TLE
D,G5,12,428,TLE
D,G5,13,266,RE
D,G5,1,308,TLE
D,G5,2,570,TLE
D,G5,3,1118,WA
C,G5,1,1507,TLE
C,G5,2,728,TLE
C,G5,3,2280799,TLE
C,G5,4,,Abandon
D,G5,2,,Abandon
D,G5,1,1125,WA
D,G5,3,319,TLE
D,G5,4,2306,WA
D,G5,1,653,RE
D,G5,1,196,TLE
D,G5,2,1295,AC
D,G5,1,,Abandon
D,G5,1,4206,AC
D,G3,1,190,TLE
D,G3,2,721,TLE
D,G3,3,912,RE
C,G3,1,579,AC
C,G4,1,1107,TLE
C,G4,2,883,AC
C,G4,4,1571,AC
D,G6,1,193,TLE
D,G6,2,918,TLE
D,G6,3,548,TLE
D,G6,4,,Abandon
D,G6,1,875,TLE
D,G6,2,401,WA
C,G3,6,339,TLE
C,G3,7,,Abandon
D,G4,1,,Abandon
C,G4,2,64528,AC
D,G3,1,2170,WA
D,G4,1,928,TLE
D,G4,2,1545,AC
C,G4,1,208,WA
D,G4,1,398,TLE
D,G4,2,821,WA
B,G3,1,13968,TLE
B,G3,2,476,TLE
B,G3,3,1770,AC
F,G6,1,369,TLE
F,G6,2,134,TLE
F,G6,3,119,TLE
F,G6,4,549,TLE
F,G6,5,256,TLE
F,G6,6,395,RE
F,G6,8,121,TLE
F,G6,9,756,TLE
F,G6,10,388,CE
F,G6,12,198,TLE
F,G6,13,121,CE
F,G6,15,,Abandon
F,G6,1,25,CE
E,G6,2,592,AC
F,G6,1,347,TLE
F,G6,2,103,TLE
F,G6,3,241,TLE
F,G6,4,491,TLE
F,G6,5,1873,WA
F,G6,7,48,TLE
F,G6,8,180,AC
E,G6,1,1100,AC
F,G6,1,549,WA
F,G6,1,409,TLE
F,G6,2,208,WA
F,G6,3,3519,RE
E,G6,1,54,TLE
E,G6,2,239,TLE
E,G6,3,185,TLE
E,G6,4,54,TLE
E,G6,5,170,TLE
E,G6,6,168,TLE
E,G6,7,105,TLE
E,G6,8,412,TLE
E,G6,9,46,AC
C,G6,1,407,AC
C,G6,1,468,AC
D,G6,1,,Abandon
B,G6,2,152,TLE
B,G6,3,519,AC
C,G6,5,48178,WA
D,G3,1,,Abandon
D,G5,1,258,TLE
D,G5,2,267,TLE
D,G5,3,188,TLE
D,G5,4,75,WA
D,G5,6,589,TLE
D,G5,7,407,WA
D,G5,9,310,TLE
D,G5,10,4621,TLE
D,G5,11,95,TLE
D,G5,12,213,AC
C,G5,2,70,TLE
C,G5,3,190,AC
D,G5,4,113,RE
D,G5,6,598234,AC
D,G5,1,,Abandon
B,G3,1,,Abandon
B,G3,1,883,AC
C,G4,3,702,AC
C,G4,1,522,AC
C,G4,2,1556,AC
D,G4,3,184,TLE
D,G4,4,77,TLE
D,G4,5,522,WA
D,G4,1,4587,RE
D,G4,1,12521,WA
D,G4,1,81,AC
C,G4,1,647,TLE
C,G4,2,308,TLE
C,G4,3,741,TLE
C,G4,4,,Abandon
D,G4,1,291,WA
D,G5,1,481,AC
C,G5,1,135,AC
F,G5,1,90,TLE
F,G5,2,294,TLE
F,G5,3,,Abandon
D,G4,1,43,AC
C,G4,2,1151,RE
D,G4,1,3585,TLE
D,G4,2,,Abandon
C,G4,1,1379,TLE
C,G4,2,2206,AC
D,G4,2,303,TLE
D,G4,3,2311,WA
C,G4,1,7141,AC
D,G4,1,272,TLE
D,G4,2,521,AC
D,G6,1,180,WA
D,G6,3,148179,CE
E,G6,2,44,TLE
E,G6,3,67,TLE
E,G6,4,53,WA
E,G6,19,430,CE
F,G6,3,8824,TLE
F,G6,4,402,TLE
F,G6,5,326,TLE
F,G6,6,1115,CE
C,G6,7,127,CE
C,G6,11,221,WA
C,G6,13,427,TLE
C,G6,14,2044,WA
C,G6,16,487,TLE
C,G6,17,493,CE
D,G6,14,548,CE
D,G6,16,463,RE
D,G6,19,314,TLE
D,G6,20,186,TLE
D,G6,21,900,CE
D,G6,25,1794,CE
D,G6,30,501,TLE
D,G6,31,293,TLE
D,G6,32,313,WA
D,G6,41,146,TLE
D,G6,42,236,TLE
D,G6,43,225,TLE
D,G6,44,81,TLE
D,G6,45,887,CE
D,G6,49,78752,AC
E,G6,5,40430,CE
E,G6,9,18391,CE
F,G6,8,208,WA
F,G6,10,4990,TLE
F,G6,11,127,TLE
F,G6,12,423,TLE
F,G6,13,38,TLE
F,G6,14,,Abandon
D,G6,7,708,AC
E,G6,3,714,WA
B,G6,2,348,TLE
B,G6,3,377,TLE
B,G6,4,633,RE
C,G5,1,36536,TLE
C,G5,2,258,AC
C,G5,1,255,TLE
C,G5,2,1444,AC
D,G5,3,688,RE
C,G3,2,1371,WA
D,G3,1,,Abandon
D,G3,2,112,TLE
D,G3,3,,Abandon
C,G3,2,558,TLE
C,G3,3,177,WA
C,G4,1,,Abandon
D,G4,1,108,WA
E,G5,1,788,TLE
E,G5,2,,Abandon
D,G4,1,4889,WA
C,G4,1,,Abandon
C,G4,1,,Abandon
C,G4,1,,Abandon
B,G4,1,282,TLE
B,G4,2,,Abandon
C,G4,1,616,TLE
C,G4,2,228,TLE
C,G4,3,317,TLE
C,G4,4,,Abandon
D,G4,1,,Abandon
D,G4,1,1240,TLE
D,G4,2,793,TLE
D,G4,3,959,TLE
D,G4,4,1006,AC
C,G4,1,650,AC
D,G6,1,356,AC
E,G6,1,673,CE
D,G6,1,380,TLE
D,G6,2,32411,TLE
D,G6,3,580,AC
D,G6,1,1610,WA
D,G4,1,1770,TLE
D,G4,2,104,WA
D,G4,4,506183,TLE
D,G4,5,2301,WA
D,G4,7,361,AC
E,G6,3,91,AC
D,G6,1,1627,RE
E,G6,5,123,WA
D,G6,1,234,AC
E,G6,1,363,WA
C,G6,1,1401,AC
E,G6,1,66069,WA
E,G6,1,1797255,AC
C,G6,2,518,TLE
C,G6,3,258,TLE
C,G6,4,415,TLE
C,G6,5,3431,WA
C,G6,7,1047,AC
C,G6,9,127,TLE
C,G6,10,230,AC
E,G6,5,1709,AC
F,G6,4,517,TLE
F,G6,5,1960,RE
F,G6,10,272,TLE
F,G6,11,1183,AC
C,G6,1,3344,AC
C,G6,1,765,WA
C,G6,1,433,WA
C,G6,3,381,TLE
C,G6,4,1358,TLE
C,G6,5,1101,WA
D,G6,1,1286,AC
C,G6,1,640,TLE
C,G6,2,1327,RE
C,G6,5,160813,TLE
C,G6,6,1996,AC
C,G6,8,316,TLE
C,G6,9,366,TLE
C,G6,10,520,WA
C,G6,12,225,TLE
C,G6,13,232,TLE
C,G6,14,609,AC
D,G6,1,294,TLE
D,G6,2,117,TLE
D,G6,3,3421,AC
D,G6,1,670,AC
C,G4,1,2910,WA
C,G4,1,366,CE
C,G4,1,166,AC
C,G4,1,,Abandon
F,G6,1,219,WA
F,G6,6,313,RE
D,G6,1,210,TLE
D,G6,2,232,AC
F,G6,1,,Abandon
D,G6,2,395,TLE
D,G6,3,,Abandon
D,G6,1,69,TLE
D,G6,2,108,TLE
D,G6,3,561,TLE
D,G6,4,62,TLE
D,G6,5,38,TLE
D,G6,6,98,TLE
D,G6,7,145,TLE
D,G6,8,39,TLE
D,G6,9,24,CE
D,G6,11,122,TLE
D,G6,12,125,WA
D,G6,14,80,TLE
D,G6,15,181,WA
D,G6,17,97,AC
D,G6,21,259906,CE
D,G6,24,64,TLE
D,G6,25,,Abandon
F,G6,1,143,WA
F,G6,3,252,AC
F,G6,5,151,AC
F,G6,1,88703,AC
E,G6,7,179,TLE
E,G6,8,310,TLE
E,G6,9,123,TLE
E,G6,10,566,TLE
E,G6,11,328,AC
E,G6,13,1206,TLE
E,G6,14,768,AC
E,G6,16,145,AC
D,G6,1,613,AC
F,G6,7,,Abandon
A,G6,2,141,AC
A,G6,5,409,AC
D,G6,1,373,AC
F,G6,2,435,WA
F,G6,8,87,WA
C,G6,1,93,TLE
C,G6,2,189,WA
C,G6,4,75,TLE
C,G6,5,74,WA
C,G6,7,2315,AC
D,G6,1,12578,WA
D,G6,3,9573261,TLE
D,G6,4,503,WA
E,G6,4,433,TLE
E,G6,5,31,AC
E,G6,7,112,TLE
E,G6,8,15361679,CE
F,G6,2,231,TLE
F,G6,3,431,RE
F,G6,6,289,TLE
F,G6,7,238,TLE
F,G6,8,218,TLE
F,G6,9,1480,TLE
F,G6,10,2911,TLE
F,G6,11,804,TLE
F,G6,12,680,TLE
F,G6,13,66509,AC
F,G6,20,379,TLE
F,G6,21,260,TLE
F,G6,22,1149,TLE
F,G6,23,323,TLE
F,G6,24,284,TLE
F,G6,25,428,AC
E,G6,1,2743,TLE
E,G6,2,1102872,CE
D,G6,1,88,TLE
D,G6,2,709,WA
D,G6,6,348,TLE
D,G6,7,3553,AC
E,G6,3,403,AC
E,G6,8,19,AC
E,G6,10,83430,WA
E,G6,15,43686,TLE
E,G6,16,337,TLE
E,G6,17,209,TLE
E,G6,18,131,TLE
E,G6,19,3135,TLE
E,G6,20,114,TLE
E,G6,21,1342,WA
E,G6,28,365,AC
D,G6,2,368,RE
E,G6,1,999,TLE
E,G6,2,411,TLE
E,G6,3,216,WA
E,G6,16,205,TLE
E,G6,17,1486,AC
E,G6,2,113,TLE
E,G6,3,163,TLE
E,G6,4,1813,AC
E,G6,4,526,WA
F,G6,1,514,AC
F,G6,3,917,TLE
F,G6,4,101,TLE
F,G6,5,12421,CE
F,G6,7,79974,TLE
F,G6,8,289,TLE
F,G6,9,1127,CE
F,G6,11,3627,WA
F,G6,17,921,TLE
F,G6,18,553,TLE
F,G6,19,197,TLE
F,G6,20,263,TLE
F,G6,21,658,AC
E,G6,4,71,TLE
E,G6,5,1163,AC
F,G6,1,951,WA
F,G6,3,68717,AC
E,G6,1,464,TLE
E,G6,2,760,TLE
E,G6,3,443,TLE
E,G6,4,267,TLE
E,G6,5,487,TLE
E,G6,6,47,TLE
E,G6,7,232,TLE
E,G6,8,394,WA
E,G6,10,387,TLE
E,G6,11,347,AC
F,G6,3,522,WA
F,G6,13,315,TLE
F,G6,14,328,TLE
F,G6,15,186,TLE
F,G6,16,65,TLE
F,G6,17,371,TLE
F,G6,18,179,TLE
F,G6,19,702,TLE
F,G6,20,1022,RE
F,G6,24,129,TLE
F,G6,25,489,AC
E,G6,1,271,TLE
E,G6,2,3626,WA
E,G6,7,418,TLE
E,G6,8,213,WA
E,G6,10,386,TLE
E,G6,11,102451,TLE
E,G6,12,882,TLE
E,G6,13,313,TLE
E,G6,14,66289,TLE
E,G6,15,107016,WA
E,G6,18,701,TLE
E,G6,19,2025,TLE
E,G6,20,334,TLE
E,G6,21,53,WA
E,G6,23,261,TLE
E,G6,24,81,TLE
E,G6,25,528,TLE
E,G6,26,378,WA
E,G6,30,69,TLE
E,G6,31,35946462,AC
E,G6,33,36,AC
D,G6,1,3300,WA
C,G6,1,481,AC
D,G6,1,273,TLE
D,G6,2,589,AC
D,G6,3,46,WA
D,G6,1,427,TLE
D,G6,2,146,TLE
D,G6,3,2198,AC
D,G6,3,39,AC
D,G6,4,457,AC
D,G6,1,209,TLE
D,G6,2,451,TLE
D,G6,3,64282,AC
D,G6,5,390,TLE
D,G6,6,,Abandon
D,G6,1,645,WA
D,G6,1,1059,RE
C,G6,1,63,AC
D,G6,1,1877,WA
C,G5,1,216,AC
C,G5,1,614,RE
C,G5,5,63720,RE
D,G5,4,831,TLE
D,G5,5,347,AC
D,G5,1,2191,RE
C,G5,1,543,TLE
C,G5,2,76,TLE
C,G5,3,249,AC
D,G5,1,,Abandon
D,G5,1,621,TLE
D,G5,2,2375,WA
D,G5,1,,Abandon
D,G5,1,40152,AC
D,G5,1,,Abandon
D,G5,1,1042,WA
D,G5,1,353,TLE
D,G5,2,2184,RE
D,G5,5,1309,AC
D,G5,1,244,TLE
D,G5,2,137,AC
D,G5,4,179,CE
D,G5,1,1661,WA
D,G5,1,,Abandon
D,G5,2,854,AC
D,G3,1,,Abandon
D,G6,1,316,AC
D,G6,4,523,AC
E,G6,1,145,TLE
E,G6,2,674,TLE
E,G6,3,1498,AC
F,G6,3,16745,TLE
F,G6,4,1342,AC
D,G6,17,63,TLE
D,G6,18,431,AC
F,G6,1,160,AC
D,G6,1,93,AC
D,G6,1,166,AC
E,G6,1,1056,AC
E,G6,1,80,AC
E,G6,1,2460,RE
E,G6,3,250,WA
C,G6,1,636,AC
D,G6,2,940,AC
E,G6,1,492,AC
E,G6,3,2458,AC
E,G6,3,332,AC
F,G6,1,330,WA
E,G6,4,48980,TLE
E,G6,5,17911668,AC
E,G6,1,505,TLE
E,G6,2,284,TLE
E,G6,3,1393,TLE
E,G6,4,266,TLE
E,G6,5,301,TLE
E,G6,6,256,TLE
E,G6,7,591500,AC
D,G6,1,6705246,AC
D,G6,3,102,AC
B,G5,1,215,AC
B,G5,2,757,AC
D,G5,3,134933,TLE
D,G5,4,777,AC
D,G5,1,2375,AC
D,G5,2,160,WA
D,G5,4,1006,AC
D,G5,1,1223,TLE
D,G5,2,798,TLE
D,G5,3,993,WA
E,G5,2,407,RE
E,G5,4,689,TLE
E,G5,5,409,TLE
E,G5,6,375,TLE
E,G5,7,423,TLE
E,G5,8,135,TLE
E,G5,9,135996,AC
D,G5,9,146,TLE
D,G5,10,,Abandon
D,G5,1,192278,TLE
D,G5,2,3962880,TLE
D,G5,3,4846,AC
D,G5,1,610,WA
B,G5,1,1945,AC
E,G5,1,247,TLE
E,G5,2,333,RE
E,G5,5,2278,CE
E,G6,1,293,RE
E,G6,3,,Abandon
C,G4,1,,Abandon
D,G4,1,272,TLE
D,G4,2,821,AC
D,G6,1,,Abandon
E,G6,1,235,TLE
E,G6,2,3839067,AC
D,G6,1,247,TLE
D,G6,2,585,WA
D,G6,5,503887,TLE
D,G6,6,126,AC
C,G6,1,130,TLE
C,G6,2,547,AC
D,G6,1,344,TLE
D,G6,2,398,WA
D,G6,4,616,WA
D,G3,1,2642,WA
C,G3,1,332,TLE
C,G3,2,1796,CE
C,G3,4,,Abandon
C,G3,1,9999,AC
C,G3,1,,Abandon
C,G4,1,2937,TLE
C,G4,2,638,TLE
C,G4,3,,Abandon
D,G3,1,,Abandon
D,G3,1,,Abandon
D,G6,1,25230,TLE
D,G6,2,66000,WA
C,G6,2,15710,AC
D,G6,1,52601,TLE
D,G6,2,207224,AC
C,G6,1,488,AC
D,G6,1,145324,AC
D,G6,2,491,TLE
D,G6,3,,Abandon
C,G6,1,870,AC
D,G6,2,543,TLE
D,G6,3,457,AC
D,G6,1,7162,WA
D,G6,6,570408,AC
D,G6,8,408379,AC
D,G6,1,902,RE
D,G6,3,,Abandon
C,G6,1,1255,AC
D,G6,1,727,AC
C,G6,1,13578,TLE
C,G6,2,11977,AC
D,G5,3,53,WA
D,G2,1,,Abandon
B,G3,2,183,WA
B,G3,6,267,WA
B,G3,13,784,AC
D,G4,1,1114,TLE
D,G4,2,1756,RE
D,G4,1,938,TLE
D,G4,2,622,AC
D,G4,4,240,WA
D,G4,7,447,AC
C,G4,1,4245,AC
C,G4,3,240,WA
C,G4,6,,Abandon
D,G4,1,,Abandon
F,G6,1,436160,AC
D,G6,1,1140,TLE
D,G6,2,1663,WA
F,G6,2,3014,WA
C,G6,2,659,AC
D,G6,1,259,AC
E,G6,1,,Abandon
E,G6,1,435,TLE
E,G6,2,1124,WA
E,G6,4,1515,AC
E,G6,1,1957,AC
E,G6,2,1344,TLE
E,G6,3,289,RE
E,G6,7,890,TLE
E,G6,8,1724,TLE
E,G6,9,1200,AC
C,G6,1,575,TLE
C,G6,2,1022,WA
C,G6,5,597,TLE
C,G6,6,695,WA
D,G6,1,885,AC
E,G6,1,221,AC
E,G6,3,231,AC
E,G6,5,,Abandon
C,G6,3,621,AC
D,G6,1,480,AC
D,G6,3,2475,WA
D,G6,6,320,RE
C,G6,1,546,TLE
C,G6,2,733,AC
C,G6,2,603831,CE
C,G6,4,1564,WA
D,G6,1,716,WA
C,G6,1,465,AC
D,G6,2,33132504,AC
C,G6,2,1792,WA
D,G3,1,,Abandon
D,G4,1,2963,TLE
D,G4,2,3749,RE
C,G4,1,101119,RE
D,G4,2,133,AC
D,G4,1,,Abandon
B,G3,2,70,TLE
B,G3,3,237,TLE
B,G3,4,,Abandon
B,G3,2,680,AC
E,G4,1,601,TLE
E,G4,2,,Abandon
D,G4,1,3562,RE
C,G4,7,1934,AC
C,G4,5,966,AC
C,G4,1,578,AC
C,G4,1,2268,TLE
C,G4,2,,Abandon
D,G4,3,140,TLE
D,G4,4,100,TLE
D,G4,5,72,TLE
D,G4,6,174,TLE
D,G4,7,243,TLE
D,G4,8,,Abandon
C,G5,2,1499,WA
C,G5,7,1338,WA
D,G5,1,429,AC
D,G5,1,311,RE
D,G5,1,710,RE
D,G5,1,324,WA
B,G3,3,179,TLE
B,G3,4,198,TLE
B,G3,5,1008,WA
B,G3,7,276,TLE
B,G3,8,,Abandon
D,G6,1,220,TLE
D,G6,2,22720,RE
E,G6,1,774,WA
D,G6,1,10896,AC
D,G6,1,227,TLE
D,G6,2,3323,AC
D,G6,7,74,WA
D,G6,2,1502,AC
E,G6,1,1078,AC
B,G6,1,764,AC
F,G6,2,484,AC
D,G6,1,324,TLE
D,G6,2,722,AC
E,G6,1,414,RE
E,G6,3,275,TLE
E,G6,4,40,TLE
E,G6,5,1097909,AC
C,G6,12,108,TLE
C,G6,13,258,TLE
C,G6,14,100,AC
E,G6,3,144,AC
D,G6,1,1725,AC
C,G6,1,414,AC
B,G6,1,59,WA
B,G6,1,70,WA
D,G4,2,797,WA
C,G4,2,1726,TLE
C,G4,3,7285,TLE
C,G4,4,452,AC
D,G4,1,6946,WA
C,G4,1,562,AC
